Localpath,Filename,Name,CatRA,CatDEC,DateOBS,Telescope,Instrument,Reference,Reference_Format,Formatted
/Users/student/Desktop/Brown Dwarfs/DATA/mnires_J1553+6934_20200707.fits,mnires_J1553+6934_20200707.fits,J155347.61+693402.2,238.4483831,69.5672787,20200707,Gemini North,GNIRS,AM20b,Meis20,
/Users/student/Desktop/Brown Dwarfs/DATA/mnires_J1556+7343_20210721.fits,mnires_J1556+7343_20210721.fits,J155606.12+734337.0,239.0255032,73.7269483,20210721,Gemini North,GNIRS,BYW_inprep,BYW_inprep,
/Users/student/Desktop/Brown Dwarfs/DATA/mnires_J1625+7749_20210721.fits,mnires_J1625+7749_20210721.fits,J162511.27+774946.8,246.2969812,77.8296817,20210721,Gemini North,GNIRS,Austin,,
/Users/student/Desktop/Brown Dwarfs/DATA/mnires_J1639-3401_20200720.fits,mnires_J1639-3401_20200720.fits,J163943.41-340136.0,249.9308931,-34.0266754,20200720,Gemini North,GNIRS,BYW_inprep,BYW_inprep,
/Users/student/Desktop/Brown Dwarfs/DATA/mnires_J1701-3630_20220611.fits,mnires_J1701-3630_20220611.fits,J170103.70-363030.8,255.2654482,-36.5085638,20220611,Gemini North,GNIRS,BYW_inprep,BYW_inprep,
/Users/student/Desktop/Brown Dwarfs/DATA/mnires_J1710+4537_20220611.fits,mnires_J1710+4537_20220611.fits,J171003.00+453756.4,257.5125051,45.632347,20220611,Gemini North,GNIRS,BYW_inprep,BYW_inprep,
/Users/student/Desktop/Brown Dwarfs/DATA/mnires_J1717+7244A_20220611.fits,mnires_J1717+7244A_20220611.fits,J171701.04+724449.0A,259.253846,72.746865,20220611,Gemini North,GNIRS,BYW_inprep,BYW_inprep,
/Users/student/Desktop/Brown Dwarfs/DATA/mnires_J1717+7244B_20220611.fits,mnires_J1717+7244B_20220611.fits,J171701.04+724449.0B,259.253846,72.746865,20220611,Gemini North,GNIRS,BYW_Inprep,BYW_Inprep,
/Users/student/Desktop/Brown Dwarfs/DATA/mnires_J1744+2303_20210721.fits,mnires_J1744+2303_20210721.fits,J174426.85+230355.1,266.1118811,23.0653259,20210721,Gemini North,GNIRS,Austin,,
/Users/student/Desktop/Brown Dwarfs/DATA/mnires_J1757+1142_20210721.fits,mnires_J1757+1142_20210721.fits,J175742.03+114249.3,269.425156,11.7137122,20210721,Gemini North,GNIRS,BYW_Inprep,BYW_Inprep,
/Users/student/Desktop/Brown Dwarfs/DATA/mnires_J1801+4717_20210823.fits,mnires_J1801+4717_20210823.fits,J180122.59+471741.4,270.3441436,47.2948564,20210823,Gemini North,GNIRS,BYW_Inprep,BYW_Inprep,
/Users/student/Desktop/Brown Dwarfs/DATA/mnires_J1846+8530_20210823.fits,mnires_J1846+8530_20210823.fits,J184640.11+853028.9,281.6671589,85.5080288,20210823,Gemini North,GNIRS,BYW_Inprep,BYW_Inprep,
/Users/student/Desktop/Brown Dwarfs/DATA/mnires_J1956+5922_20190913.fits,mnires_J1956+5922_20190913.fits,J195604.40+592226.3,299.0183327,59.3739857,20190913,Gemini North,GNIRS,BYW_Inprep,BYW_Inprep,
/Users/student/Desktop/Brown Dwarfs/DATA/mnires_J2002-2039_20201022.fits,mnires_J2002-2039_20201022.fits,J200223.61-203955.7,300.5983908,-20.665484,20201022,Gemini North,GNIRS,BYW_Inprep,BYW_Inprep,
/Users/student/Desktop/Brown Dwarfs/DATA/mnires_J2013-0326_20210823.fits,mnires_J2013-0326_20210823.fits,J201342.27-032643.7,-3.4454973,17.305,20210823,Gemini North,GNIRS,JDK20,Kirk21,
/Users/student/Desktop/Brown Dwarfs/DATA/mnires_J2034+4708_20220711.fits,mnires_J2034+4708_20220711.fits,J203437.74+470824.2,308.6572861,47.1400641,20220711,Gemini North,GNIRS,BYW_Inprep,BYW_Inprep,
/Users/student/Desktop/Brown Dwarfs/DATA/mnires_J2046-2238_20220711.fits,mnires_J2046-2238_20220711.fits,J204626.36-223819.5,311.6098322,-22.6387704,20220711,Gemini North,GNIRS,Adam B,,
/Users/student/Desktop/Brown Dwarfs/DATA/mnires_J2112+0529_20220611.fits,mnires_J2112+0529_20220611.fits,J211250.11-052925.2,318.2088073,-5.4903597,20220611,Gemini North,GNIRS,Adam B.,,
/Users/student/Desktop/Brown Dwarfs/DATA/mnires_J2138-3138_20191028.fits,mnires_J2138-3138_20191028.fits,J213838.77-313808.7,324.6615525,-31.6357544,20191028,Gemini North,GNIRS,AM20a,Meis20,
/Users/student/Desktop/Brown Dwarfs/DATA/mnires_J2145+2352_20220711.fits,mnires_J2145+2352_20220711.fits,J214516.34+235253.0,326.3181181,23.8814065,20220711,Gemini North,GNIRS,Adam B,,
/Users/student/Desktop/Brown Dwarfs/DATA/mnires_J2218+1146_20200707.fits,mnires_J2218+1146_20200707.fits,J221859.41+114642.7,334.7475589,11.7785419,20200707,Gemini North,GNIRS,AM20b,Meis20,
/Users/student/Desktop/Brown Dwarfs/DATA/mnires_J2243-1606_20201022.fits,mnires_J2243-1606_20201022.fits,J224349.27-160624.0,340.9552973,-16.1066718,20201022,Gemini North,GNIRS,BYW_Inprep,BYW_Inprep,
/Users/student/Desktop/Brown Dwarfs/DATA/mnires_J2309+1456_180901.fits,mnires_J2309+1456_180901.fits,J230930.81+145630.6,347.3784026,14.9418416,180901,Gemini North,GNIRS,AM20b,Meis20,
/Users/student/Desktop/Brown Dwarfs/DATA/mnires_J2331-0504_20201022.fits,mnires_J2331-0504_20201022.fits,J233120.22-050427.7,352.8342837,-5.0743806,20201022,Gemini North,GNIRS,BYW_Inprep,BYW_Inprep,
/Users/student/Desktop/Brown Dwarfs/DATA/mnires_J2332-3018_20200707.fits,mnires_J2332-3018_20200707.fits,J233228.09-301831.8,353.1170653,-30.3088588,20200707,Gemini North,GNIRS,BYW_Inprep,BYW_Inprep,
/Users/student/Desktop/Brown Dwarfs/DATA/mnires_LHS6176A_20220120.fits,mnires_LHS6176A_20220120.fits,J095049.73+011809.7A,147.706634,1.303786,20220120,Gemini North,GNIRS,BYW_Inprep,BYW_Inprep,
/Users/student/Desktop/Brown Dwarfs/DATA/mnires_LHS6176B_20220120.fits,mnires_LHS6176B_20220120.fits,J095049.73+011809.7B,147.706634,1.303786,20220120,Gemini North,GNIRS,BYW_Inprep,BYW_Inprep,
/Users/student/Desktop/Brown Dwarfs/DATA/mnires_LP389-13_20210721.fits,mnires_LP389-13_20210721.fits,J174426.85+230355.1,266.1118811,23.0653259,20210721,Gemini North,GNIRS,Austin,,
/Users/student/Desktop/Brown Dwarfs/DATA/mnires_LSPM2052+0539_20210823.fits,mnires_LSPM2052+0539_20210823.fits,J20524670+0539092,313.194577,5.652561,20210823,Gemini North,GNIRS,BYW_Inprep,BYW_Inprep,
/Users/student/Desktop/Brown Dwarfs/DATA/nires_G192-8_20210224.fits,nires_G192-8_20210224.fits,J055515.83+510514.0,88.8159856,51.0872307,20210224,Gemini North,GNIRS,Austin Rothermich,,
/Users/student/Desktop/Brown Dwarfs/DATA/nires_G192-8A_20210224.fits,nires_G192-8A_20210224.fits,J055515.83+510514.0A,88.8159856,51.0872307,20210224,Gemini North,GNIRS,BYW_Inprep,BYW_Inprep,
/Users/student/Desktop/Brown Dwarfs/DATA/nires_G192-8B_20210224.fits,nires_G192-8B_20210224.fits,J055515.83+510514.0B,88.8159856,51.0872307,20210721,Gemini North,GNIRS,BYW_Inprep,BYW_Inprep,
/Users/student/Desktop/Brown Dwarfs/DATA/nires_GJ576B_20220611.fits,nires_GJ576B_20220611.fits,J150453.10+053811.9,226.223026,5.6381,20220611,Gemini North,GNIRS,BYW_Inprep,BYW_Inprep,
/Users/student/Desktop/Brown Dwarfs/DATA/nires_J0010+1715A_20191219.fits,nires_J0010+1715A_20191219.fits,J001031.38+171601.3A,2.6307716,17.2670468,20191219,Gemini North,GNIRS,BYW_Inprep,BYW_Inprep,
/Users/student/Desktop/Brown Dwarfs/DATA/nires_J0010+1715B_20191219.fits,nires_J0010+1715B_20191219.fits,J001031.38+171601.3B,2.6307716,17.2670468,20191219,Gemini North,GNIRS,BYW_Inprep,BYW_Inprep,
/Users/student/Desktop/Brown Dwarfs/DATA/nires_J0048+2508A_20191219.fits,nires_J0048+2508A_20191219.fits,J004851.34+250813.3A,12.2139388,25.1370418,20191219,Gemini North,GNIRS,BYW_Inprep,BYW_Inprep,
/Users/student/Desktop/Brown Dwarfs/DATA/nires_J0048+2508B_20191219.fits,nires_J0048+2508B_20191219.fits,J004851.34+250813.3B,12.2139388,25.1370418,20191219,Gemini North,GNIRS,BYW_Inprep,BYW_Inprep,
/Users/student/Desktop/Brown Dwarfs/DATA/nires_J0055+5947_20191028.fits,nires_J0055+5947_20191028.fits,J005559.92+594744.3,13.9996794,59.795662,20191028,Gemini North,GNIRS,AM20b,Meis20,
/Users/student/Desktop/Brown Dwarfs/DATA/nires_J0111-1035_20210102.fits,nires_J0111-1035_20210102.fits,J011128.00-103535.7,17.8666788,-10.593255,20210102,Gemini North,GNIRS,BYW_Inprep,BYW_Inprep,
/Users/student/Desktop/Brown Dwarfs/DATA/nires_J0140+0150_20210102.fits,nires_J0140+0150_20210102.fits,J014017.11+015054.3,25.0713108,1.8484382,20210102,Gemini North,GNIRS,Austin Rothermich,,
/Users/student/Desktop/Brown Dwarfs/DATA/nires_J0146-0508A_20201022.fits,nires_J0146-0508A_20201022.fits,J014611.20-050850.0,26.5467046,-5.1472375,20201022,Gemini North,GNIRS,ES22,Soft22,
/Users/student/Desktop/Brown Dwarfs/DATA/nires_J0146-0508B_20201022.fits,nires_J0146-0508B_20201022.fits,J014611.20-050850.0,26.5467046,-5.1472375,20201022,Gemini North,GNIRS,ES22,Soft22,
/Users/student/Desktop/Brown Dwarfs/DATA/nires_J0147+5058_180901.fits,nires_J0147+5058_180901.fits,J014721.43+505855.6,26.8393061,50.9821272,180901,Gemini North,GNIRS,BYW_Inprep,BYW_Inprep,
/Users/student/Desktop/Brown Dwarfs/DATA/nires_J0227+0830_20181027.fits,nires_J0227+0830_20181027.fits,J022737.75+083008.8,36.9072967,8.5024629,20181027,Gemini North,GNIRS,Austin Rothermich,,
/Users/student/Desktop/Brown Dwarfs/DATA/nires_J0335-4439_20191219.fits,nires_J0335-4439_20191219.fits,J033554.79-443916.2,53.978299,-44.6545016,20191219,Gemini North,GNIRS,BYW_Inprep,BYW_Inprep,
/Users/student/Desktop/Brown Dwarfs/DATA/nires_J0341-1925_20210102.fits,nires_J0341-1925_20210102.fits,J034132.69-192547.4,55.3862272,-19.4298566,20210102,Gemini North,GNIRS,BYW_Inprep,BYW_Inprep,
/Users/student/Desktop/Brown Dwarfs/DATA/nires_J0341+4715_20210102.fits,nires_J0341+4715_20210102.fits,J034146.12+471530.5,55.4421807,47.2584749,20210102,Gemini North,GNIRS,JDK20,Kirk21,
/Users/student/Desktop/Brown Dwarfs/DATA/nires_J0355+4525_20191028.fits,nires_J0355+4525_20191028.fits,J035556.89+452545.9,58.9870811,45.4294276,20191028,Gemini North,GNIRS,ZZ20,Zhan20,
/Users/student/Desktop/Brown Dwarfs/DATA/nires_J0355+4743_20210102.fits,nires_J0355+4743_20210102.fits,J035532.23+474358.1,58.8843075,47.7328096,20210102,Gemini North,GNIRS,JDK20,Kirk21,
/Users/student/Desktop/Brown Dwarfs/DATA/nires_J0412-0734_180901.fits,nires_J0412-0734_180901.fits,J041246.85-073416.8,63.1952444,-7.5713358,180901,Gemini North,GNIRS,JDK20,Kirk21,
/Users/student/Desktop/Brown Dwarfs/DATA/nires_J0433+1009_20191219.fits,nires_J0433+1009_20191219.fits,J043309.36+100902.3,68.2890007,10.1506658,20191219,Gemini North,GNIRS,AM20a,Meis20,
/Users/student/Desktop/Brown Dwarfs/DATA/nires_J0443-0838_20190214.fits,nires_J0443-0838_20190214.fits,J044322.24-083802.0,70.8426771,-8.6338981,20190214,Gemini North,GNIRS,BYW_Inprep,BYW_Inprep,
/Users/student/Desktop/Brown Dwarfs/DATA/nires_J0559-3842_20210224.fits,nires_J0559-3842_20210224.fits,J055909.00-384219.8,89.7875020,-38.7055027,20210224,Gemini North,GNIRS,Austin,,
/Users/student/Desktop/Brown Dwarfs/DATA/nires_J0615+1526_20191028.fits,nires_J0615+1526_20191028.fits,J061557.22+152623.6,93.9884421,15.4399027,20191028,Gemini North,GNIRS,EM18,Mart18,
/Users/student/Desktop/Brown Dwarfs/DATA/nires_J0617+1945AB_20210102.fits,nires_J0617+1945AB_20210102.fits,J061741.79+194512.8,94.4241519,19.7535668,20210102,Gemini North,GNIRS,"JDK20, Aaron/Austin/Noah",,
/Users/student/Desktop/Brown Dwarfs/DATA/nires_J0617+1945B_20210102.fits,nires_J0617+1945B_20210102.fits,J061741.79+194512.8,94.4241519,19.7535668,20210102,Gemini North,GNIRS,"JDK20, Aaron/Austin/Noah",,
/Users/student/Desktop/Brown Dwarfs/DATA/nires_J0626+5941_20190214.fits,nires_J0626+5941_20190214.fits,J062648.96+594129.2,96.7040383,59.6914571,20190214,Gemini North,GNIRS,Austin Rothermich,,
/Users/student/Desktop/Brown Dwarfs/DATA/nires_J0627+0143_20220123.fits,nires_J0627+0143_20220123.fits,J062750.26+014326.9,96.9594284,1.724158,20220123,Gemini North,GNIRS,BYW_Inprep,BYW_Inprep,
/Users/student/Desktop/Brown Dwarfs/DATA/nires_J0640-2352_20181027.fits,nires_J0640-2352_20181027.fits,J064025.40-235221.5,100.1058561,-23.8726577,20181027,Gemini North,GNIRS,JDK20,Kirk21,
/Users/student/Desktop/Brown Dwarfs/DATA/nires_J0645-0302_20210102.fits,nires_J0645-0302_20210102.fits,J064528.39-030249.9,101.3683028,-3.0472063,20210102,Gemini North,GNIRS,CT18,Tinn18,Good
/Users/student/Desktop/Brown Dwarfs/DATA/nires_J0724+4307_20190214.fits,nires_J0724+4307_20190214.fits,J072418.16+430717.3,111.0756987,43.1214909,20190214,Gemini North,GNIRS,Davy,,
/Users/student/Desktop/Brown Dwarfs/DATA/nires_J0743+3146_20210224.fits,nires_J0743+3146_20210224.fits,J074346.98+314603.4,115.9457826,31.7676309,2021022,Gemini North,GNIRS,Davy,,
/Users/student/Desktop/Brown Dwarfs/DATA/nires_J0758+5711_20210224.fits,nires_J0758+5711_20210224.fits,J075831.11+571153.9,119.629654,57.1983282,20210224,Gemini North,GNIRS,JDK20,Kirk21,
/Users/student/Desktop/Brown Dwarfs/DATA/nires_J0825-0210A_20191028.fits,nires_J0825-0210A_20191028.fits,J082545.12-021027.0,126.4380002,-2.1741688,20191028,Gemini North,GNIRS,Sarah,,
/Users/student/Desktop/Brown Dwarfs/DATA/nires_J0825-0210B_20191028.fits,nires_J0825-0210B_20191028.fits,J082545.12-021027.0,126.4380002,-2.1741688,20191028,Gemini North,GNIRS,Sarah,,
/Users/student/Desktop/Brown Dwarfs/DATA/nires_J0931+2325_20220123.fits,nires_J0931+2325_20220123.fits,J093111.01+232501.2,142.7958947,23.4170218,20220123,Gemini North,GNIRS,AM20a,Meis20,
/Users/student/Desktop/Brown Dwarfs/DATA/nires_J0959+0251_20220120.fits,nires_J0959+0251_20220120.fits,J095921.05+025132.9,149.837736,2.8591635,20220120,Gemini North,GNIRS,BYW_Inprep,BYW_Inprep,
/Users/student/Desktop/Brown Dwarfs/DATA/nires_J1023+2215_20220123.fits,nires_J1023+2215_20220123.fits,J102332.99+221527.6,155.8874916,22.2576709,20220123,Gemini North,GNIRS,Davy,,
/Users/student/Desktop/Brown Dwarfs/DATA/nires_J1023+2215-background_20220123.fits,nires_J1023+2215-background_20220123.fits,J102332.99+221527.6,155.8874916,22.2576709,20220123,Gemini North,GNIRS,Davy,,
/Users/student/Desktop/Brown Dwarfs/DATA/nires_J1055+5443_20210224.fits,nires_J1055+5443_20210224.fits,J105512.11+544328.3,163.8004937,54.7245505,20210721,Gemini North,GNIRS,JDK20,Kirk21,
